hsa:440034	DKFZp686K1684; uncharacterized LOC440034
hsa:54832	VPS13C; vacuolar protein sorting 13 homolog C (S. cerevisiae)
hsa:84260	TCHP, TpMs; trichoplein, keratin filament binding; K16811 trichoplein keratin filament-binding protein
hsa:339488	TFAP2E, AP2E; transcription factor AP-2 epsilon (activating enhancer binding protein 2 epsilon); K09179 transcription factor AP-2 epsilon
hsa:10978	CLP1, HEAB, hClp1; cleavage and polyadenylation factor I subunit 1 (EC:2.7.1.78); K14399 polyribonucleotide 5'-hydroxyl-kinase [EC:2.7.1.78]
hsa:6895	TARBP2, LOQS, TRBP, TRBP1, TRBP2; TAR (HIV-1) RNA binding protein 2; K18420 RISC-loading complex subunit TARBP2
hsa:64121	RRAGC, GTR2, RAGC, TIB929; Ras-related GTP binding C; K16186 Ras-related GTP-binding protein C/D
hsa:571	BACH1, BACH-1, BTBD24; BTB and CNC homology 1, basic leucine zipper transcription factor 1; K09042 transcription regulator BACH
hsa:56984	PSMG2, CLAST3, HCCA3, HsT1707, MDS003, PAC2, TNFSF5IP1; proteasome (prosome, macropain) assembly chaperone 2; K11876 proteasome assembly chaperone 2
hsa:6733	SRPK2, SFRSK2; SRSF protein kinase 2 (EC:2.7.11.1); K08831 serine/threonine-protein kinase SRPK2 [EC:2.7.11.1]
hsa:54861	SNRK, HSNFRK; SNF related kinase (EC:2.7.11.1); K08802 SNF related kinase [EC:2.7.11.1]
hsa:22983	MAST1, SAST, SAST170; microtubule associated serine/threonine kinase 1 (EC:2.7.11.1); K08789 microtubule-associated serine/threonine kinase [EC:2.7.11.1]
hsa:93627	TBCK, TBCKL; TBC1 domain containing kinase; K17544 TBC domain-containing protein kinase-like protein
hsa:493829	TRIM72, MG53; tripartite motif containing 72, E3 ubiquitin protein ligase; K12036 tripartite motif-containing protein 72
hsa:9794	MAML1, Mam-1, Mam1; mastermind-like 1 (Drosophila); K06061 mastermind
hsa:653125	GOLGA8K; golgin A8 family, member K
hsa:4682	NUBP1, NBP, NBP1, NBP35; nucleotide binding protein 1
hsa:10102	TSFM, EFTS, EFTSMT; Ts translation elongation factor, mitochondrial; K02357 elongation factor Ts
hsa:122622	ADSSL1; adenylosuccinate synthase like 1 (EC:6.3.4.4); K01939 adenylosuccinate synthase [EC:6.3.4.4]
hsa:79679	VTCN1, B7-H4, B7H4, B7S1, B7X, B7h.5, PRO1291, VCTN1; V-set domain containing T cell activation inhibitor 1; K06747 immune costimulatory protein B7-H4
hsa:5214	PFKP, ATP-PFK, PFK-C, PFK-P, PFKF; phosphofructokinase, platelet (EC:2.7.1.11); K00850 6-phosphofructokinase 1 [EC:2.7.1.11]
hsa:27148	STK36, FU; serine/threonine kinase 36 (EC:2.7.11.1); K06228 fused [EC:2.7.11.1]
hsa:3070	HELLS, LSH, PASG, SMARCA6; helicase, lymphoid-specific; K19001 ATP-dependent DNA helicase
hsa:56970	ATXN7L3; ataxin 7-like 3; K11363 SAGA-associated factor 11
hsa:7511	XPNPEP1, APP1, SAMP, XPNPEP, XPNPEPL, XPNPEPL1; X-prolyl aminopeptidase (aminopeptidase P) 1, soluble (EC:3.4.11.9); K01262 Xaa-Pro aminopeptidase [EC:3.4.11.9]
hsa:6602	SMARCD1, BAF60A, CRACD1, Rsc6p; SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1; K11650 SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D
hsa:144568	A2ML1, CPAMD9; alpha-2-macroglobulin-like 1
hsa:9994	CASP8AP2, CED-4, FLASH, RIP25; caspase 8 associated protein 2
hsa:6631	SNRPC, U1C, Yhc1; small nuclear ribonucleoprotein polypeptide C; K11095 U1 small nuclear ribonucleoprotein C
hsa:84340	GFM2, EF-G2mt, EFG2, MRRF2, MST027, RRF2, RRF2mt, hEFG2, mEF-G_2; G elongation factor, mitochondrial 2; K02355 elongation factor G
hsa:8711	TNK1; tyrosine kinase, non-receptor, 1 (EC:2.7.10.2); K08885 non-receptor tyrosine-protein kinase TNK1 [EC:2.7.10.2]
hsa:1999	ELF3, EPR-1, ERT, ESE-1, ESX; E74-like factor 3 (ets domain transcription factor, epithelial-specific ); K09429 E74-like factor 3
hsa:8476	CDC42BPA, MRCK, MRCKA, PK428; CDC42 binding protein kinase alpha (DMPK-like) (EC:2.7.11.1); K16307 serine/threonine-protein kinase MRCK [EC:2.7.11.1]
hsa:11186	RASSF1, 123F2, NORE2A, RASSF1A, RDA32, REH3P21; Ras association (RalGDS/AF-6) domain family member 1; K09850 Ras association domain-containing protein 1
hsa:349667	RTN4RL2, NGRH1, NgR2; reticulon 4 receptor-like 2; K16661 reticulon-4 receptor-like 2
hsa:155382	VPS37D, WBSCR24; vacuolar protein sorting 37 homolog D (S. cerevisiae); K12185 ESCRT-I complex subunit VPS37
hsa:64946	CENPH; centromere protein H; K11500 centromere protein H
hsa:342574	KRT27, KRT25C; keratin 27; K07604 type I keratin, acidic
hsa:27445	PCLO, ACZ; piccolo presynaptic cytomatrix protein; K16882 protein piccolo
hsa:11104	KATNA1; katanin p60 (ATPase containing) subunit A 1 (EC:3.6.4.3); K07767 katanin p60 ATPase-containing subunit A1 [EC:3.6.4.3]
hsa:50624	CUZD1, ERG-1, UO-44; CUB and zona pellucida-like domains 1
hsa:126272	EID2B, EID-3; EP300 interacting inhibitor of differentiation 2B
hsa:9498	SLC4A8, NBC3, NDCBE; solute carrier family 4, sodium bicarbonate cotransporter, member 8; K13859 solute carrier family 4 (sodium bicarbonate cotransporter), member 8
hsa:143570	XRRA1; X-ray radiation resistance associated 1
hsa:11243	PMF1; polyamine-modulated factor 1; K11546 polyamine-modulated factor 1
hsa:90353	CTU1, ATPBD3, NCS6; cytosolic thiouridylase subunit 1; K14168 cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-]
hsa:653720	GOLGA8M; golgin A8 family, member M
hsa:23077	MYCBP2, PAM; MYC binding protein 2, E3 ubiquitin protein ligase; K10693 E3 ubiquitin-protein ligase MYCBP2 [EC:6.3.2.19]
hsa:10600	USP16, UBP-M, UBPM; ubiquitin specific peptidase 16 (EC:3.4.19.12); K11844 ubiquitin carboxyl-terminal hydrolase 16/45 [EC:3.4.19.12]
hsa:102157402	AK6, AD-004, CGI-137, CINAP, CIP, hCINAP; adenylate kinase 6 (EC:2.7.4.3); K18532 adenylate kinase [EC:2.7.4.3]
hsa:151516	ASPRV1, MUNO, SASP, SASPase, Taps; aspartic peptidase, retroviral-like 1
hsa:3646	EIF3E, EIF3-P48, EIF3S6, INT6, eIF3-p46; eukaryotic translation initiation factor 3, subunit E; K03250 translation initiation factor 3 subunit E
hsa:1029	CDKN2A, ARF, CDK4I, CDKN2, CMM2, INK4, INK4A, MLM, MTS-1, MTS1, P14, P14ARF, P16, P16-INK4A, P16INK4, P16INK4A, P19, P19ARF, TP16; cyclin-dependent kinase inhibitor 2A; K06621 cyclin-dependent kinase inhibitor 2A
hsa:65981	CAPRIN2, C1QDC1, EEG-1, EEG1, RNG140; caprin family member 2; K18744 caprin-2
hsa:51117	COQ4, CGI-92; coenzyme Q4; K18586 ubiquinone biosynthesis protein COQ4
hsa:137735	ABRA, STARS; actin-binding Rho activating protein
hsa:79008	SLX1B, GIYD2; SLX1 structure-specific endonuclease subunit homolog B (S. cerevisiae); K15078 structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]
hsa:23309	SIN3B; SIN3 transcription regulator family member B
hsa:340152	ZC3H12D, C6orf95, MCPIP4, TFL, dJ281H8.1, p34; zinc finger CCCH-type containing 12D; K18668 ribonuclease ZC3H12 [EC:3.1.-.-]
hsa:116369	SLC26A8, SPGF3, TAT1; solute carrier family 26 (anion exchanger), member 8; K14705 solute carrier family 26 (testis anion transporter), member 8
hsa:9577	BRE, BRCC4, BRCC45; brain and reproductive organ-expressed (TNFRSF1A modulator); K12173 BRCA1-A complex subunit BRE
hsa:22877	MLXIP, MIR, MONDOA, bHLHe36; MLX interacting protein; K09113 MAX-like protein X
hsa:22955	SCMH1, Scml3; sex comb on midleg homolog 1 (Drosophila); K11461 polycomb protein SCMH1
hsa:548593	SLX1A, GIYD1; SLX1 structure-specific endonuclease subunit homolog A (S. cerevisiae); K15078 structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]
hsa:100381270	ZBED6, MGR; zinc finger, BED-type containing 6
hsa:64172	OSGEPL1, Qri7; O-sialoglycoprotein endopeptidase-like 1 (EC:2.6.99.4); K01409 N6-L-threonylcarbamoyladenine synthase [EC:2.3.1.234]
hsa:387778	SPDYC, RINGOC, Ringo2; speedy/RINGO cell cycle regulator family member C; K08694 speedy
hsa:83741	TFAP2D, TFAP2BL1; transcription factor AP-2 delta (activating enhancer binding protein 2 delta); K09178 transcription factor AP-2 delta
hsa:387496	RASL11A; RAS-like, family 11, member A; K07852 Ras-like protein family member 11A
hsa:127845	GOLT1A, CGI-141, GOT1, HMFN1187, YMR292W; golgi transport 1A
hsa:51471	NAT8B, CML2, Hcml2, NAT8BP; N-acetyltransferase 8B (GCN5-related, putative, gene/pseudogene)
hsa:55561	CDC42BPG, DMPK2, HSMDPKIN, KAPPA-200, MRCKG, MRCKgamma; CDC42 binding protein kinase gamma (DMPK-like) (EC:2.7.11.1); K16307 serine/threonine-protein kinase MRCK [EC:2.7.11.1]
hsa:64393	ZMAT3, PAG608, WIG-1, WIG1; zinc finger, matrin-type 3; K10137 zinc finger, matrin type 3
hsa:163126	EID2, CRI2, EID-2; EP300 interacting inhibitor of differentiation 2
hsa:80149	ZC3H12A, MCPIP, MCPIP1, dJ423B22.1; zinc finger CCCH-type containing 12A; K18668 ribonuclease ZC3H12 [EC:3.1.-.-]
hsa:23705	CADM1, BL2, IGSF4, IGSF4A, NECL2, Necl-2, RA175, ST17, SYNCAM, TSLC1, sTSLC-1, sgIGSF, synCAM1; cell adhesion molecule 1; K06781 cell adhesion molecule 1
hsa:140738	TMEM37, PR, PR1; transmembrane protein 37
hsa:7373	COL14A1, UND; collagen, type XIV, alpha 1; K08133 collagen, type XIV, alpha
hsa:57649	PHF12, PF1; PHD finger protein 12
hsa:10630	PDPN, AGGRUS, GP36, GP40, Gp38, HT1A-1, OTS8, PA2.26, T1A, T1A-2, T1A2, TI1A; podoplanin; K16778 podoplanin
hsa:79155	TNIP2, ABIN2, FLIP1, KLIP; TNFAIP3 interacting protein 2
hsa:93621	MRFAP1, PAM14, PGR1; Morf4 family associated protein 1
hsa:84451	KIAA1804, MLK4, dJ862P8.3; mixed lineage kinase 4 (EC:2.7.11.25); K17534 mitogen-activated protein kinase kinase kinase MLK4 [EC:2.7.11.25]
hsa:23012	STK38L, NDR2; serine/threonine kinase 38 like (EC:2.7.11.1); K08790 serine/threonine kinase 38 [EC:2.7.11.1]
hsa:11155	LDB3, CMD1C, CMPD3, CYPHER, LDB3Z1, LDB3Z4, LVNC3, MFM4, ORACLE, PDLIM6, ZASP; LIM domain binding 3
hsa:171177	RHOV, ARHV, CHP, WRCH2; ras homolog family member V; K07866 Ras homolog gene family, member V
hsa:24140	FTSJ1, CDLIV, MRX44, MRX9, SPB1, TRMT7; FtsJ RNA methyltransferase homolog 1 (E. coli) (EC:2.1.1.205); K14864 tRNA (cytidine32/guanosine34-2'-O)-methyltransferase [EC:2.1.1.205]
hsa:8433	UTF1; undifferentiated embryonic cell transcription factor 1
hsa:58528	RRAGD, RAGD, bA11D8.2.1; Ras-related GTP binding D; K16186 Ras-related GTP-binding protein C/D
hsa:25961	NUDT13; nudix (nucleoside diphosphate linked moiety X)-type motif 13; K01567 [EC:3.-.-.-]
hsa:386724	AMIGO3, ALI3, AMIGO-3; adhesion molecule with Ig-like domain 3 (EC:2.7.7.13)
hsa:140707	BRI3BP, BNAS1, HCCR-1, HCCR-2, HCCRBP-1, KG19; BRI3 binding protein
hsa:154743	C7orf60; chromosome 7 open reading frame 60
hsa:346673	STRA8; stimulated by retinoic acid 8
hsa:1998	ELF2, EU32, NERF, NERF-1A, NERF-1B, NERF-1a,b, NERF-2; E74-like factor 2 (ets domain transcription factor); K09428 E74-like factor 1/2/4
hsa:9696	CROCC, ROLT; ciliary rootlet coiled-coil, rootletin; K16469 rootletin
hsa:347148	QRFP, 26RFa, P518; pyroglutamylated RFamide peptide
hsa:57570	TRMT5, KIAA1393, TRM5; tRNA methyltransferase 5 (EC:2.1.1.228); K15429 tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]
hsa:51124	IER3IP1, MEDS, PRO2309; immediate early response 3 interacting protein 1
hsa:27183	VPS4A, SKD1, SKD1A, SKD2, VPS4, VPS4-1; vacuolar protein sorting 4 homolog A (S. cerevisiae) (EC:3.6.4.6); K12196 vacuolar protein-sorting-associated protein 4
hsa:51272	BET1L, BET1L1, GOLIM3, GS15, HSPC197; Bet1 golgi vesicular membrane trafficking protein-like; K08504 blocked early in transport 1
hsa:84519	ACRBP, CT23, OY-TES-1, SP32; acrosin binding protein
hsa:90525	SHF; Src homology 2 domain containing F
hsa:192670	AGO4, EIF2C4; argonaute RISC catalytic component 4; K11593 eukaryotic translation initiation factor 2C
hsa:148003	LGALS16; lectin, galactoside-binding, soluble, 16
hsa:26298	EHF, ESE3, ESE3B, ESEJ; ets homologous factor; K17102 ETS homologous factor
hsa:147183	KRT25, KRT25A; keratin 25; K07604 type I keratin, acidic
hsa:339221	ENPP7, ALK-SMase, E-NPP_7, NPP-7, NPP7; ectonucleotide pyrophosphatase/phosphodiesterase 7 (EC:3.1.4.12); K12354 ectonucleotide pyrophosphatase/phosphodiesterase family member 7 [EC:3.1.4.12]
hsa:254042	METAP1D, MAP_1D, MAP1D, MetAP_1D, Metap1l; methionyl aminopeptidase type 1D (mitochondrial) (EC:3.4.11.18); K01265 methionyl aminopeptidase [EC:3.4.11.18]
hsa:10394	PRG3, MBP2, MBPH; proteoglycan 3
hsa:353189	SLCO4C1, OATP-H, OATP-M1, OATP4C1, OATPX, PRO2176, SLC21A20; solute carrier organic anion transporter family, member 4C1; K14355 solute carrier organic anion transporter family, member 4C
hsa:84057	MND1, GAJ; meiotic nuclear divisions 1 homolog (S. cerevisiae)
hsa:153443	SRFBP1, BUD22, P49, Rlb1, STRAP, p49/STRAP; serum response factor binding protein 1
hsa:163732	CITED4; Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4
hsa:54977	SLC25A38; solute carrier family 25, member 38; K15118 solute carrier family 25, member 38
hsa:284119	PTRF, CAVIN, CAVIN1, CGL4, cavin-1; polymerase I and transcript release factor
hsa:55084	SOBP, JXC1, MRAMS; sine oculis binding protein homolog (Drosophila)
hsa:29119	CTNNA3, ARVD13, VR22; catenin (cadherin-associated protein), alpha 3; K05691 catenin alpha
hsa:27136	MORC1, CT33, MORC, ZCW6; MORC family CW-type zinc finger 1
hsa:54796	BNC2, BSN2; basonuclin 2
hsa:84073	MYCBPAP, AMAP-1, AMAP1; MYCBP associated protein
hsa:729250	PRR20E; proline rich 20E
hsa:2000	ELF4, ELFR, MEF; E74-like factor 4 (ets domain transcription factor); K09428 E74-like factor 1/2/4
hsa:11213	IRAK3, ASRT5, IRAKM; interleukin-1 receptor-associated kinase 3 (EC:2.7.11.1); K04732 interleukin-1 receptor-associated kinase 3 [EC:2.7.11.1]
hsa:342125	TMC3; transmembrane channel-like 3
hsa:4507	MTAP, BDMF, DMSFH, DMSMFH, HEL-249, LGMBF, MSAP, c86fus; methylthioadenosine phosphorylase (EC:2.4.2.28); K00772 5'-methylthioadenosine phosphorylase [EC:2.4.2.28]
hsa:29789	OLA1, DOC45, GBP45, GTBP9, GTPBP9; Obg-like ATPase 1; K06942
hsa:54776	PPP1R12C, LENG3, MBS85, p84, p85; protein phosphatase 1, regulatory subunit 12C; K17457 protein phosphatase 1 regulatory subunit 12C
hsa:9755	TBKBP1, ProSAPiP2, SINTBAD; TBK1 binding protein 1; K12652 TANK-binding kinase 1-binding protein
hsa:10221	TRIB1, C8FW, GIG-2, GIG2, SKIP1, TRB-1, TRB1; tribbles pseudokinase 1; K08814 tribbles [EC:2.7.11.-]
hsa:55293	UEVLD, ATTP, UEV3; UEV and lactate/malate dehyrogenase domains
hsa:55351	STK32B, HSA250839, STK32, STKG6, YANK2; serine/threonine kinase 32B (EC:2.7.11.1); K08793 serine/threonine kinase 32 [EC:2.7.11.1]
hsa:9175	MAP3K13, LZK, MEKK13, MLK; mitogen-activated protein kinase kinase kinase 13 (EC:2.7.11.25); K04422 mitogen-activated protein kinase kinase kinase 13 [EC:2.7.11.25]
hsa:197259	MLKL, hMLKL; mixed lineage kinase domain-like; K08849 mixed lineage kinase domain-like [EC:2.7.11.1]
hsa:63931	MRPS14, DJ262D12.2, HSMRPS14, MRP-S14, S14mt; mitochondrial ribosomal protein S14; K02954 small subunit ribosomal protein S14
hsa:58478	ENOPH1, E1, MASA, MST145, mtnC; enolase-phosphatase 1 (EC:3.1.3.77); K09880 enolase-phosphatase E1 [EC:3.1.3.77]
hsa:220074	LRTOMT, CFAP111, DFNB63, LRRC51; leucine rich transmembrane and O-methyltransferase domain containing (EC:2.1.1.6)
hsa:4913	NTHL1, NTH1, OCTS3, hNTH1; nth endonuclease III-like 1 (E. coli) (EC:4.2.99.18); K10773 endonuclease III [EC:4.2.99.18]
hsa:220296	HEPACAM, GlialCAM, MLC2A, MLC2B; hepatic and glial cell adhesion molecule
hsa:83752	LONP2, LONP, LONPL; lon peptidase 2, peroxisomal; K01338 ATP-dependent Lon protease [EC:3.4.21.53]
hsa:8664	EIF3D, EIF3S7, eIF3-p66, eIF3-zeta; eukaryotic translation initiation factor 3, subunit D; K03251 translation initiation factor 3 subunit D
hsa:51386	EIF3L, EIF3EIP, EIF3S11, EIF3S6IP, HSPC021, HSPC025, MSTP005; eukaryotic translation initiation factor 3, subunit L; K15029 translation initiation factor 3 subunit L
hsa:162605	KRT28, KRT25D; keratin 28; K07604 type I keratin, acidic
hsa:203	AK1, HTL-S-58j; adenylate kinase 1 (EC:2.7.4.3 2.7.4.6); K00939 adenylate kinase [EC:2.7.4.3]
hsa:8669	EIF3J, EIF3S1, eIF3-alpha, eIF3-p35; eukaryotic translation initiation factor 3, subunit J; K03245 translation initiation factor 3 subunit J
hsa:55502	HES6, C-HAIRY1, HES-6, bHLHb41, bHLHc23; hes family bHLH transcription factor 6; K09087 hairy and enhancer of split 2/6/7
hsa:128240	APOA1BP, AIBP, YJEFN1; apolipoprotein A-I binding protein (EC:5.1.99.6); K17759 NAD(P)H-hydrate epimerase [EC:5.1.99.6]
hsa:3617	IMPG1, GP147, IPM150, SPACR, VMD4; interphotoreceptor matrix proteoglycan 1; K19016 interphotoreceptor matrix proteoglycan 1
hsa:283459	GATC, 15E1.2; glutamyl-tRNA(Gln) amidotransferase, subunit C; K02435 aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]
hsa:83878	USHBP1, AIEBP, MCC2; Usher syndrome 1C binding protein 1
hsa:5048	PAFAH1B1, LIS1, LIS2, MDCR, MDS, PAFAH; platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa) (EC:3.1.1.47); K16794 platelet-activating factor acetylhydrolase IB subunit alpha
hsa:54949	SDHAF2, C11orf79, PGL2, SDH5; succinate dehydrogenase complex assembly factor 2; K18168 succinate dehydrogenase assembly factor 2
hsa:58529	MYOZ1, CS-2, FATZ, MYOZ; myozenin 1
hsa:11331	PHB2, BAP, BCAP37, Bap37, PNAS-141, REA, p22; prohibitin 2; K17081 prohibitin 2
hsa:8501	SLC43A1, LAT3, PB39, POV1, R00504; solute carrier family 43 (amino acid system L transporter), member 1; K08228 MFS transporter, LAT3 family, solute carrier family 43, member 1
hsa:347902	AMIGO2, ALI1, AMIGO-2, DEGA; adhesion molecule with Ig-like domain 2
hsa:11236	RNF139, HRCA1, RCA1, TRC8; ring finger protein 139; K15703 E3 ubiquitin-protein ligase RNF139 [EC:6.3.2.19]
hsa:89869	PLCZ1, NYD-SP27, PLC-zeta-1, PLCzeta; phospholipase C, zeta 1 (EC:3.1.4.11); K05861 phosphatidylinositol phospholipase C, zeta [EC:3.1.4.11]
hsa:84826	SFT2D3; SFT2 domain containing 3
hsa:204	AK2, ADK2, AK_2; adenylate kinase 2 (EC:2.7.4.3); K00939 adenylate kinase [EC:2.7.4.3]
hsa:5213	PFKM, ATP-PFK, GSD7, PFK-1, PFK1, PFKA, PFKX, PPP1R122; phosphofructokinase, muscle (EC:2.7.1.11); K00850 6-phosphofructokinase 1 [EC:2.7.1.11]
hsa:100131244	ANKRD63; ankyrin repeat domain 63
hsa:7957	EPM2A, EPM2, MELF; epilepsy, progressive myoclonus type 2A, Lafora disease (laforin) (EC:3.1.3.16 3.1.3.48); K14165 atypical dual specificity phosphatase [EC:3.1.3.16 3.1.3.48]
hsa:84864	MINA, MDIG, MINA53, NO52, ROX; MYC induced nuclear antigen
hsa:10325	RRAGB, RAGB, bA465E19.1; Ras-related GTP binding B; K16185 Ras-related GTP-binding protein A/B
hsa:80739	C6orf25, G6b, NG31; chromosome 6 open reading frame 25
hsa:2011	MARK2, EMK-1, EMK1, PAR-1, Par-1b, Par1b; MAP/microtubule affinity-regulating kinase 2 (EC:2.7.11.1 2.7.11.26); K08798 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]
hsa:23277	CLUH, CLU1, KIAA0664; clustered mitochondria (cluA/CLU1) homolog; K03255 protein TIF31
hsa:493861	EID3, NS4EB, NSE4B, NSMCE4B; EP300 interacting inhibitor of differentiation 3
hsa:55815	TSNAXIP1, TXI1; translin-associated factor X interacting protein 1
hsa:8315	BRAP, BRAP2, IMP, RNF52; BRCA1 associated protein; K10632 BRCA1-associated protein [EC:6.3.2.19]
hsa:55534	MAML3, CAGH3, ERDA3, GDN, MAM-2, MAM2, TNRC3; mastermind-like 3 (Drosophila); K06061 mastermind
hsa:56907	SPIRE1, Spir-1; spire-type actin nucleation factor 1; K02098 spire
hsa:64766	S100PBP, S100PBPR; S100P binding protein
hsa:58480	RHOU, ARHU, CDC42L1, G28K, WRCH1, hG28K; ras homolog family member U; K07865 Ras homolog gene family, member U
hsa:10785	WDR4, TRM82, TRMT82; WD repeat domain 4; K15443 tRNA (guanine-N(7)-)-methyltransferase subunit TRM82
hsa:55833	UBAP2, UBAP-2; ubiquitin associated protein 2
hsa:245711	SPDYA, RINGO3, RINGOA, SPDY1, SPY1; speedy/RINGO cell cycle regulator family member A; K08694 speedy
hsa:81620	CDT1, DUP, RIS2; chromatin licensing and DNA replication factor 1; K10727 chromatin licensing and DNA replication factor 1
hsa:84955	NUDCD1, CML66, OVA66; NudC domain containing 1
hsa:115584	SLC5A11, KST1, RKST1, SGLT6, SMIT2; solute carrier family 5 (sodium/inositol cotransporter), member 11; K14391 solute carrier family 5 (sodium/myo-inositol cotransporter), member 11
hsa:10761	PLAC1, CT92, OOSP2L; placenta-specific 1
hsa:136991	ASZ1, ALP1, ANKL1, C7orf7, CT1.19, GASZ, Orf3; ankyrin repeat, SAM and basic leucine zipper domain containing 1; K18410 ankyrin repeat, SAM and basic leucine zipper domain-containing protein 1
hsa:23139	MAST2, MAST205, MTSSK; microtubule associated serine/threonine kinase 2 (EC:2.7.11.1); K08789 microtubule-associated serine/threonine kinase [EC:2.7.11.1]
hsa:23191	CYFIP1, P140SRA-1, SHYC, SRA-1, SRA1; cytoplasmic FMR1 interacting protein 1; K05749 cytoplasmic FMR1 interacting protein
hsa:6732	SRPK1, SFRSK1; SRSF protein kinase 1 (EC:2.7.11.1); K15409 serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]
hsa:729233	PRR20B; proline rich 20B
hsa:83983	TSSK6, CT72, SSTK, TSSK4; testis-specific serine kinase 6 (EC:2.7.11.1); K08811 testis-specific serine kinase [EC:2.7.11.1]
hsa:59084	ENPP5, NPP-5; ectonucleotide pyrophosphatase/phosphodiesterase 5 (putative); K18398 ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [EC:3.1.-.-]
hsa:192669	AGO3, EIF2C3; argonaute RISC catalytic component 3; K11593 eukaryotic translation initiation factor 2C
hsa:4139	MARK1, MARK, Par-1c, Par1c; MAP/microtubule affinity-regulating kinase 1 (EC:2.7.11.1 2.7.11.26); K08798 MAP/microtubule affinity-regulating kinase [EC:2.7.11.1]
